File ,Date/time ,PH,ROI Ch,H/V,R10-90,R10-90C,Over-,Over-,MTF50,MTF50P,MTF,Camera,Lens,FL,f-stop,Location,ISO,Misc.,Gamma, ,Chr Aber,Secondary,,Secondary,,EdgeRough,Shutter,Edge,Dark,Light,Under-
sfrplus_example.jpg,2020-10-21 19:24:15, 2592,4 Y,Horizontal, 1922,  NaN, 14.4,  6.0, 1819, 1783,0.049, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,43% top ctr  0_-2_L_E, 100,,0.500,  NaN, 0.07,MTF30,0.39882,,, 0.030,0.6, -5.482, 0.1961, 0.7989,  0.3
sfrplus_example.jpg,2020-10-21 19:24:15, 2592,5 Y,Horizontal, 1894,  NaN, 14.4,  4.4, 1827, 1799,0.048, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,43% below ctr  0_2_L_E, 100,,0.500,  NaN, 0.09,MTF30,0.40158,,, 0.029,0.6, -5.411, 0.1686, 0.7971,  0.1
checkerboard_example.jpg,2020-10-22 17:07:24,  564,1 Y,Horizontal,  408,  NaN,  0.4,-12.0,  607,  607,0.522,,, , ,4.2% below ctr  0_0_V,,,0.500,  NaN, 0.00,MTF30,0.98832,,,, ,  0.000, 0.1114, 0.9486,  0.1
checkerboard_example.jpg,2020-10-22 17:07:24,  564,2 Y,Horizontal,  223,  NaN,  0.4,-36.2,  230,  230,0.069,,, , ,89% top-L of ctr  -9_-5_V,,,0.500,  NaN, 0.00,MTF30,0.27693,,,, ,  0.000, 0.0106, 0.2751,  0.1
checkerboard_example.jpg,2020-10-22 17:07:24,  564,3 Y,Horizontal,  191,  NaN,  0.1,-23.5,  197,  197,0.025,,, , ,91% top-R of ctr  9_-5_V,,,0.500,  NaN, 0.00,MTF30,0.23277,,,, ,  0.418, 0.0094, 0.2485,  0.1
checkerboard_example.jpg,2020-10-22 17:07:24,  564,4 Y,Horizontal,  306,  NaN,  7.9,-24.1,  359,  359,0.354,,, , ,89% below-L of ctr  -9_4_V,,,0.500,  NaN, 0.00,MTF30,0.39484,,,, ,  0.000, 0.0105, 0.2723,  0.0
checkerboard_example.jpg,2020-10-22 17:07:24,  564,5 Y,Horizontal,  235,  NaN,  7.9,-31.0,  222,  222,0.056,,, , ,91% below-R of ctr  9_4_V,,,0.500,  NaN, 0.00,MTF30,0.27133,,,, , -0.290, 0.0092, 0.2699,  0.0
esfriso_example.jpg,2020-10-22 17:07:50, 2752,1 Y,Horizontal, 1361,  NaN,  2.0,-25.7, 1480, 1479,0.134,,, ,,6.9% left of ctr  0_0_L,,,0.500,  NaN, 0.10,MTF30,0.37818,,, 0.092,,  4.920, 0.3138, 0.4983,  0.9
esfriso_example.jpg,2020-10-22 17:07:50, 2752,2 Y,Horizontal, 1219,  NaN,  2.0,-31.8, 1440, 1440,0.055,,, ,,7.1% right of ctr  0_0_R,,,0.500,  NaN, 0.30,MTF30,0.35435,,, 0.089,,  5.003, 0.3152, 0.5006,  1.0
sfrplus_example.jpg,2020-10-22 17:07:56, 2592,1 Y,Horizontal, 1775,  NaN, 13.3,  3.7, 1750, 1730,0.023, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,6.3% left of ctr  0_0_L, 100,,0.500,  NaN, 0.03,MTF30,0.38245,,, 0.035,0.6, -5.432, 0.1906, 0.8116,  0.1
sfrplus_example.jpg,2020-10-22 17:07:56, 2592,2 Y,Horizontal, 1723,  NaN, 13.3,  2.1, 1771, 1758,0.040, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,78% left of ctr  -4_0_R_E, 100,,0.500,  NaN, 0.94,MTF30,0.38958,,, 0.034,0.6, -5.577, 0.1807, 0.8096,  0.0
sfrplus_example.jpg,2020-10-22 17:07:56, 2592,3 Y,Horizontal, 1479,  NaN,  0.1, -4.8, 1598, 1598,0.075, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,78% right of ctr  4_0_L_E, 100,,0.500,  NaN, 1.17,MTF30,0.35307,,, 0.035,0.6, -5.004, 0.1987, 0.8219,  0.1
sfrplus_example.jpg,2020-10-22 17:07:56, 2592,4 Y,Horizontal, 1922,  NaN, 14.4,  6.0, 1819, 1783,0.049, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,43% top ctr  0_-2_L_E, 100,,0.500,  NaN, 0.07,MTF30,0.39882,,, 0.030,0.6, -5.482, 0.1961, 0.7989,  0.3
sfr_example.jpg,2020-10-22 17:08:01, 2592,1 Y,Horizontal, 1639,  NaN, 14.5,  1.4, 1709, 1701,0.066,,, , ,42% top-R of ctr, ,,0.500,  NaN, 0.86,MTF30,0.37359,,, 0.036, ,  6.392, 0.2493, 0.8183,  0.2
sfrplus_example.jpg,2020-10-22 17:07:56, 2592,5 Y,Horizontal, 1894,  NaN, 14.4,  4.4, 1827, 1799,0.048, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,43% below ctr  0_2_L_E, 100,,0.500,  NaN, 0.09,MTF30,0.40158,,, 0.029,0.6, -5.411, 0.1686, 0.7971,  0.1
sfrreg_example.jpg,2020-10-22 17:08:09,  960,1 Y,Vertical, 1290,  NaN, 39.3, 37.8,  992,  867,0.554,,, , ,4.5% left of ctr,,,0.500,  NaN, 0.08,MTF30,0.60258,MTF20,1.01,, , -6.599, 0.0124, 0.7319,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,2 Y,Vertical, 1049,  NaN, 39.3, 38.5,  995,  865,0.555,,, , ,2.6% right of ctr,,,0.500,  NaN, 0.17,MTF30,0.63017,MTF20,0.75774,, , -6.471, 0.0117, 0.7548,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,3 Y,Vertical,  740,  NaN,  0.0, 16.3,  702,  665,0.108,,, , ,42% top-L of ctr,,,0.500,  NaN, 0.17,MTF30,0.41921,MTF20,0.4546,, , -7.629, 0.0129, 0.7255,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,4 Y,Vertical,  809,  NaN, 36.1,  7.7,  749,  726,0.248,,, , ,36% top-L of ctr,,,0.500,  NaN, 0.06,MTF30,0.46554,MTF20,0.5529,, , -7.255, 0.0124, 0.7554,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,5 Y,Vertical,  418,  NaN, 36.1, -9.8,  683,  678,0.142,,, , ,81% top-L of ctr,,,0.500,  NaN, 1.07,MTF30,0.42256,MTF20,0.4661,, , -7.186, 0.0129, 0.7265,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,6 Y,Vertical,  417,  NaN,  0.0,-25.5,  528,  528,0.088,,, , ,76% top-L of ctr,,,0.500,  NaN, 1.08,MTF30,0.37329,MTF20,0.4262,, , -6.986, 0.0118, 0.7354,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,7 Y,Vertical,  842,  NaN, 26.3,  5.6,  831,  805,0.335,,, , ,35% top-R of ctr,,,0.500,  NaN, 0.25,MTF30,0.51637,MTF20,0.57307,, ,  4.593, 0.0126, 0.7351,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,8 Y,Vertical,  716,  NaN, 26.3, 14.2,  728,  695,0.127,,, , ,40% top-R of ctr,,,0.500,  NaN, 0.10,MTF30,0.43376,MTF20,0.46881,, ,  4.628, 0.0121, 0.7246,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,9 Y,perpendicular,  215,  NaN,  0.0,-37.2,  489,  489,0.118,,, , ,75% top-R of ctr,,,0.500,  NaN, 1.30,MTF30,0.33702,MTF20,0.38251,, ,  9.886, 0.0113, 0.7245,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,10 Y,perpendicular,  346,  NaN, 12.1,-21.1,  594,  594,0.105,,, , ,80% top-R of ctr,,,0.500,  NaN, 1.20,MTF30,0.38936,MTF20,0.43873,, , 10.524, 0.0123, 0.7263,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,11 Y,Vertical, 1060,  NaN, 12.1, 29.0,  957,  839,0.497,,, , ,36% below-R of ctr,,,0.500,  NaN, 0.16,MTF30,0.61075,MTF20,0.68685,, ,  6.299, 0.0126, 0.7274,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,12 Y,Vertical, 1043,  NaN,  0.0, 28.9,  875,  790,0.366,,, , ,42% below-R of ctr,,,0.500,  NaN, 0.19,MTF30,0.53218,MTF20,0.62078,, ,  5.477, 0.0125, 0.7379,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,13 Y,Vertical,  964,  NaN, 18.8, 12.0,  870,  804,0.414,,, , ,75% below-R of ctr,,,0.500,  NaN, 0.74,MTF30,0.55747,MTF20,0.60979,, ,  7.320, 0.0125, 0.7414,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,14 Y,Vertical,  902,  NaN, 18.8, 28.0,  899,  808,0.411,,, , ,82% below-R of ctr,,,0.500,  NaN, 0.93,MTF30,0.55734,MTF20,0.62941,, ,  5.932, 0.0127, 0.7237,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,15 Y,Vertical, 1090,  NaN,  0.0, 38.1,  927,  817,0.447,,, , ,43% below-L of ctr,,,0.500,  NaN, 0.23,MTF30,0.56776,MTF20,0.73053,, ,  5.512, 0.0114, 0.7158,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,16 Y,Vertical, 1060,  NaN,  2.2, 32.4,  919,  820,0.435,,, , ,38% below-L of ctr,,,0.500,  NaN, 0.25,MTF30,0.55628,MTF20,0.62054,, ,  4.928, 0.0125, 0.7162,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,17 Y,perpendicular,  912,  NaN,  2.2, 24.4,  881,  811,0.351,,, , ,83% below-L of ctr,,,0.500,  NaN, 0.91,MTF30,0.51502,MTF20,0.54851,, ,  8.660, 0.0124, 0.7305,  0.0
sfrreg_example.jpg,2020-10-22 17:08:09,  960,18 Y,Vertical,  989,  NaN,  0.0, 10.4,  863,  823,0.366,,, , ,78% below-L of ctr,,,0.500,  NaN, 1.06,MTF30,0.53039,MTF20,0.60685,, ,  7.402, 0.0124, 0.7244,  0.0
checkerboard_example.jpg,2020-10-22 17:17:27,  564,1 Y,Horizontal,  408,  NaN,  0.4,-12.0,  607,  607,0.522,,, , ,4.2% below ctr  0_0_V,,,0.500,  NaN, 0.00,MTF30,0.98832,,,, ,  0.000, 0.1114, 0.9486,  0.1
checkerboard_example.jpg,2020-10-22 17:17:27,  564,2 Y,Horizontal,  223,  NaN,  0.4,-36.2,  230,  230,0.069,,, , ,89% top-L of ctr  -9_-5_V,,,0.500,  NaN, 0.00,MTF30,0.27693,,,, ,  0.000, 0.0106, 0.2751,  0.1
checkerboard_example.jpg,2020-10-22 17:17:27,  564,3 Y,Horizontal,  191,  NaN,  0.1,-23.5,  197,  197,0.025,,, , ,91% top-R of ctr  9_-5_V,,,0.500,  NaN, 0.00,MTF30,0.23277,,,, ,  0.418, 0.0094, 0.2485,  0.1
checkerboard_example.jpg,2020-10-22 17:17:27,  564,4 Y,Horizontal,  306,  NaN,  7.9,-24.1,  359,  359,0.354,,, , ,89% below-L of ctr  -9_4_V,,,0.500,  NaN, 0.00,MTF30,0.39484,,,, ,  0.000, 0.0105, 0.2723,  0.0
checkerboard_example.jpg,2020-10-22 17:17:27,  564,5 Y,Horizontal,  235,  NaN,  7.9,-31.0,  222,  222,0.056,,, , ,91% below-R of ctr  9_4_V,,,0.500,  NaN, 0.00,MTF30,0.27133,,,, , -0.290, 0.0092, 0.2699,  0.0
esfriso_example.jpg,2020-10-22 17:17:52, 2752,1 Y,Horizontal, 1361,  NaN,  2.0,-25.7, 1480, 1479,0.134,,, ,,6.9% left of ctr  0_0_L,,,0.500,  NaN, 0.10,MTF30,0.37818,,, 0.092,,  4.920, 0.3138, 0.4983,  0.9
sfr_example.jpg,2020-10-22 17:18:00, 2592,1 Y,Horizontal, 1639,  NaN, 14.5,  1.4, 1709, 1701,0.066,,, , ,42% top-R of ctr, ,,0.500,  NaN, 0.86,MTF30,0.37359,,, 0.036, ,  6.392, 0.2493, 0.8183,  0.2
esfriso_example.jpg,2020-10-22 17:17:52, 2752,2 Y,Horizontal, 1219,  NaN,  2.0,-31.8, 1440, 1440,0.055,,, ,,7.1% right of ctr  0_0_R,,,0.500,  NaN, 0.30,MTF30,0.35435,,, 0.089,,  5.003, 0.3152, 0.5006,  1.0
sfrplus_example.jpg,2020-10-22 17:17:59, 2592,1 Y,Horizontal, 1775,  NaN, 13.3,  3.7, 1750, 1730,0.023, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,6.3% left of ctr  0_0_L, 100,,0.500,  NaN, 0.03,MTF30,0.38245,,, 0.035,0.6, -5.432, 0.1906, 0.8116,  0.1
sfrplus_example.jpg,2020-10-22 17:17:59, 2592,2 Y,Horizontal, 1723,  NaN, 13.3,  2.1, 1771, 1758,0.040, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,78% left of ctr  -4_0_R_E, 100,,0.500,  NaN, 0.94,MTF30,0.38958,,, 0.034,0.6, -5.577, 0.1807, 0.8096,  0.0
sfrplus_example.jpg,2020-10-22 17:17:59, 2592,3 Y,Horizontal, 1479,  NaN,  0.1, -4.8, 1598, 1598,0.075, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,78% right of ctr  4_0_L_E, 100,,0.500,  NaN, 1.17,MTF30,0.35307,,, 0.035,0.6, -5.004, 0.1987, 0.8219,  0.1
sfrplus_example.jpg,2020-10-22 17:17:59, 2592,4 Y,Horizontal, 1922,  NaN, 14.4,  6.0, 1819, 1783,0.049, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,43% top ctr  0_-2_L_E, 100,,0.500,  NaN, 0.07,MTF30,0.39882,,, 0.030,0.6, -5.482, 0.1961, 0.7989,  0.3
sfrplus_example.jpg,2020-10-22 17:17:59, 2592,5 Y,Horizontal, 1894,  NaN, 14.4,  4.4, 1827, 1799,0.048, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,43% below ctr  0_2_L_E, 100,,0.500,  NaN, 0.09,MTF30,0.40158,,, 0.029,0.6, -5.411, 0.1686, 0.7971,  0.1
sfrreg_example.jpg,2020-10-22 17:18:10,  960,1 Y,Vertical, 1290,  NaN, 39.3, 37.8,  992,  867,0.554,,, , ,4.5% left of ctr,,,0.500,  NaN, 0.08,MTF30,0.60258,MTF20,1.01,, , -6.599, 0.0124, 0.7319,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,2 Y,Vertical, 1049,  NaN, 39.3, 38.5,  995,  865,0.555,,, , ,2.6% right of ctr,,,0.500,  NaN, 0.17,MTF30,0.63017,MTF20,0.75774,, , -6.471, 0.0117, 0.7548,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,3 Y,Vertical,  740,  NaN,  0.0, 16.3,  702,  665,0.108,,, , ,42% top-L of ctr,,,0.500,  NaN, 0.17,MTF30,0.41921,MTF20,0.4546,, , -7.629, 0.0129, 0.7255,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,4 Y,Vertical,  809,  NaN, 36.1,  7.7,  749,  726,0.248,,, , ,36% top-L of ctr,,,0.500,  NaN, 0.06,MTF30,0.46554,MTF20,0.5529,, , -7.255, 0.0124, 0.7554,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,5 Y,Vertical,  418,  NaN, 36.1, -9.8,  683,  678,0.142,,, , ,81% top-L of ctr,,,0.500,  NaN, 1.07,MTF30,0.42256,MTF20,0.4661,, , -7.186, 0.0129, 0.7265,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,6 Y,Vertical,  417,  NaN,  0.0,-25.5,  528,  528,0.088,,, , ,76% top-L of ctr,,,0.500,  NaN, 1.08,MTF30,0.37329,MTF20,0.4262,, , -6.986, 0.0118, 0.7354,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,7 Y,Vertical,  842,  NaN, 26.3,  5.6,  831,  805,0.335,,, , ,35% top-R of ctr,,,0.500,  NaN, 0.25,MTF30,0.51637,MTF20,0.57307,, ,  4.593, 0.0126, 0.7351,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,8 Y,Vertical,  716,  NaN, 26.3, 14.2,  728,  695,0.127,,, , ,40% top-R of ctr,,,0.500,  NaN, 0.10,MTF30,0.43376,MTF20,0.46881,, ,  4.628, 0.0121, 0.7246,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,9 Y,perpendicular,  215,  NaN,  0.0,-37.2,  489,  489,0.118,,, , ,75% top-R of ctr,,,0.500,  NaN, 1.30,MTF30,0.33702,MTF20,0.38251,, ,  9.886, 0.0113, 0.7245,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,10 Y,perpendicular,  346,  NaN, 12.1,-21.1,  594,  594,0.105,,, , ,80% top-R of ctr,,,0.500,  NaN, 1.20,MTF30,0.38936,MTF20,0.43873,, , 10.524, 0.0123, 0.7263,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,11 Y,Vertical, 1060,  NaN, 12.1, 29.0,  957,  839,0.497,,, , ,36% below-R of ctr,,,0.500,  NaN, 0.16,MTF30,0.61075,MTF20,0.68685,, ,  6.299, 0.0126, 0.7274,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,12 Y,Vertical, 1043,  NaN,  0.0, 28.9,  875,  790,0.366,,, , ,42% below-R of ctr,,,0.500,  NaN, 0.19,MTF30,0.53218,MTF20,0.62078,, ,  5.477, 0.0125, 0.7379,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,13 Y,Vertical,  964,  NaN, 18.8, 12.0,  870,  804,0.414,,, , ,75% below-R of ctr,,,0.500,  NaN, 0.74,MTF30,0.55747,MTF20,0.60979,, ,  7.320, 0.0125, 0.7414,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,14 Y,Vertical,  902,  NaN, 18.8, 28.0,  899,  808,0.411,,, , ,82% below-R of ctr,,,0.500,  NaN, 0.93,MTF30,0.55734,MTF20,0.62941,, ,  5.932, 0.0127, 0.7237,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,15 Y,Vertical, 1090,  NaN,  0.0, 38.1,  927,  817,0.447,,, , ,43% below-L of ctr,,,0.500,  NaN, 0.23,MTF30,0.56776,MTF20,0.73053,, ,  5.512, 0.0114, 0.7158,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,16 Y,Vertical, 1060,  NaN,  2.2, 32.4,  919,  820,0.435,,, , ,38% below-L of ctr,,,0.500,  NaN, 0.25,MTF30,0.55628,MTF20,0.62054,, ,  4.928, 0.0125, 0.7162,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,17 Y,perpendicular,  912,  NaN,  2.2, 24.4,  881,  811,0.351,,, , ,83% below-L of ctr,,,0.500,  NaN, 0.91,MTF30,0.51502,MTF20,0.54851,, ,  8.660, 0.0124, 0.7305,  0.0
sfrreg_example.jpg,2020-10-22 17:18:10,  960,18 Y,Vertical,  989,  NaN,  0.0, 10.4,  863,  823,0.366,,, , ,78% below-L of ctr,,,0.500,  NaN, 1.06,MTF30,0.53039,MTF20,0.60685,, ,  7.402, 0.0124, 0.7244,  0.0
checkerboard_example.jpg,2020-10-22 17:28:36,  564,1 Y,Horizontal,  408,  NaN,  0.4,-12.0,  607,  607,0.522,,, , ,4.2% below ctr  0_0_V,,,0.500,  NaN, 0.00,MTF30,0.98832,,,, ,  0.000, 0.1114, 0.9486,  0.1
checkerboard_example.jpg,2020-10-22 17:28:36,  564,2 Y,Horizontal,  223,  NaN,  0.4,-36.2,  230,  230,0.069,,, , ,89% top-L of ctr  -9_-5_V,,,0.500,  NaN, 0.00,MTF30,0.27693,,,, ,  0.000, 0.0106, 0.2751,  0.1
checkerboard_example.jpg,2020-10-22 17:28:36,  564,3 Y,Horizontal,  191,  NaN,  0.1,-23.5,  197,  197,0.025,,, , ,91% top-R of ctr  9_-5_V,,,0.500,  NaN, 0.00,MTF30,0.23277,,,, ,  0.418, 0.0094, 0.2485,  0.1
checkerboard_example.jpg,2020-10-22 17:28:36,  564,4 Y,Horizontal,  306,  NaN,  7.9,-24.1,  359,  359,0.354,,, , ,89% below-L of ctr  -9_4_V,,,0.500,  NaN, 0.00,MTF30,0.39484,,,, ,  0.000, 0.0105, 0.2723,  0.0
checkerboard_example.jpg,2020-10-22 17:28:36,  564,5 Y,Horizontal,  235,  NaN,  7.9,-31.0,  222,  222,0.056,,, , ,91% below-R of ctr  9_4_V,,,0.500,  NaN, 0.00,MTF30,0.27133,,,, , -0.290, 0.0092, 0.2699,  0.0
esfriso_example.jpg,2020-10-22 17:28:58, 2752,1 Y,Horizontal, 1361,  NaN,  2.0,-25.7, 1480, 1479,0.134,,, ,,6.9% left of ctr  0_0_L,,,0.500,  NaN, 0.10,MTF30,0.37818,,, 0.092,,  4.920, 0.3138, 0.4983,  0.9
sfr_example.jpg,2020-10-22 17:29:05, 2592,1 Y,Horizontal, 1639,  NaN, 14.5,  1.4, 1709, 1701,0.066,,, , ,42% top-R of ctr, ,,0.500,  NaN, 0.86,MTF30,0.37359,,, 0.036, ,  6.392, 0.2493, 0.8183,  0.2
esfriso_example.jpg,2020-10-22 17:28:58, 2752,2 Y,Horizontal, 1219,  NaN,  2.0,-31.8, 1440, 1440,0.055,,, ,,7.1% right of ctr  0_0_R,,,0.500,  NaN, 0.30,MTF30,0.35435,,, 0.089,,  5.003, 0.3152, 0.5006,  1.0
sfrplus_example.jpg,2020-10-22 17:29:04, 2592,1 Y,Horizontal, 1775,  NaN, 13.3,  3.7, 1750, 1730,0.023, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,6.3% left of ctr  0_0_L, 100,,0.500,  NaN, 0.03,MTF30,0.38245,,, 0.035,0.6, -5.432, 0.1906, 0.8116,  0.1
sfrplus_example.jpg,2020-10-22 17:29:04, 2592,2 Y,Horizontal, 1723,  NaN, 13.3,  2.1, 1771, 1758,0.040, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,78% left of ctr  -4_0_R_E, 100,,0.500,  NaN, 0.94,MTF30,0.38958,,, 0.034,0.6, -5.577, 0.1807, 0.8096,  0.0
sfrplus_example.jpg,2020-10-22 17:29:04, 2592,3 Y,Horizontal, 1479,  NaN,  0.1, -4.8, 1598, 1598,0.075, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,78% right of ctr  4_0_L_E, 100,,0.500,  NaN, 1.17,MTF30,0.35307,,, 0.035,0.6, -5.004, 0.1987, 0.8219,  0.1
sfrplus_example.jpg,2020-10-22 17:29:04, 2592,4 Y,Horizontal, 1922,  NaN, 14.4,  6.0, 1819, 1783,0.049, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,43% top ctr  0_-2_L_E, 100,,0.500,  NaN, 0.07,MTF30,0.39882,,, 0.030,0.6, -5.482, 0.1961, 0.7989,  0.3
sfrplus_example.jpg,2020-10-22 17:29:04, 2592,5 Y,Horizontal, 1894,  NaN, 14.4,  4.4, 1827, 1799,0.048, Canon EOS 40D, 24.0 - 70.0 mm , 24.0 mm,8.0,43% below ctr  0_2_L_E, 100,,0.500,  NaN, 0.09,MTF30,0.40158,,, 0.029,0.6, -5.411, 0.1686, 0.7971,  0.1
sfrreg_example.jpg,2020-10-22 17:29:14,  960,1 Y,Vertical, 1290,  NaN, 39.3, 37.8,  992,  867,0.554,,, , ,4.5% left of ctr,,,0.500,  NaN, 0.08,MTF30,0.60258,MTF20,1.01,, , -6.599, 0.0124, 0.7319,  0.0
sfrreg_example.jpg,2020-10-22 17:29:14,  960,2 Y,Vertical, 1049,  NaN, 39.3, 38.5,  995,  865,0.555,,, , ,2.6% right of ctr,,,0.500,  NaN, 0.17,MTF30,0.63017,MTF20,0.75774,, , -6.471, 0.0117, 0.7548,  0.0
sfrreg_example.jpg,2020-10-22 17:29:14,  960,3 Y,Vertical,  740,  NaN,  0.0, 16.3,  702,  665,0.108,,, , ,42% top-L of ctr,,,0.500,  NaN, 0.17,MTF30,0.41921,MTF20,0.4546,, , -7.629, 0.0129, 0.7255,  0.0
sfrreg_example.jpg,2020-10-22 17:29:14,  960,4 Y,Vertical,  809,  NaN, 36.1,  7.7,  749,  726,0.248,,, , ,36% top-L of ctr,,,0.500,  NaN, 0.06,MTF30,0.46554,MTF20,0.5529,, , -7.255, 0.0124, 0.7554,  0.0
sfrreg_example.jpg,2020-10-22 17:29:14,  960,5 Y,Vertical,  418,  NaN, 36.1, -9.8,  683,  678,0.142,,, , ,81% top-L of ctr,,,0.500,  NaN, 1.07,MTF30,0.42256,MTF20,0.4661,, , -7.186, 0.0129, 0.7265,  0.0
sfrreg_example.jpg,2020-10-22 17:29:14,  960,6 Y,Vertical,  417,  NaN,  0.0,-25.5,  528,  528,0.088,,, , ,76% top-L of ctr,,,0.500,  NaN, 1.08,MTF30,0.37329,MTF20,0.4262,, , -6.986, 0.0118, 0.7354,  0.0
sfrreg_example.jpg,2020-10-22 17:29:14,  960,7 Y,Vertical,  842,  NaN, 26.3,  5.6,  831,  805,0.335,,, , ,35% top-R of ctr,,,0.500,  NaN, 0.25,MTF30,0.51637,MTF20,0.57307,, ,  4.593, 0.0126, 0.7351,  0.0
sfrreg_example.jpg,2020-10-22 17:29:14,  960,8 Y,Vertical,  716,  NaN, 26.3, 14.2,  728,  695,0.127,,, , ,40% top-R of ctr,,,0.500,  NaN, 0.10,MTF30,0.43376,MTF20,0.46881,, ,  4.628, 0.0121, 0.7246,  0.0
sfrreg_example.jpg,2020-10-22 17:29:14,  960,9 Y,perpendicular,  215,  NaN,  0.0,-37.2,  489,  489,0.118,,, , ,75% top-R of ctr,,,0.500,  NaN, 1.30,MTF30,0.33702,MTF20,0.38251,, ,  9.886, 0.0113, 0.7245,  0.0
sfrreg_example.jpg,2020-10-22 17:29:14,  960,10 Y,perpendicular,  346,  NaN, 12.1,-21.1,  594,  594,0.105,,, , ,80% top-R of ctr,,,0.500,  NaN, 1.20,MTF30,0.38936,MTF20,0.43873,, , 10.524, 0.0123, 0.7263,  0.0
sfrreg_example.jpg,2020-10-22 17:29:14,  960,11 Y,Vertical, 1060,  NaN, 12.1, 29.0,  957,  839,0.497,,, , ,36% below-R of ctr,,,0.500,  NaN, 0.16,MTF30,0.61075,MTF20,0.68685,, ,  6.299, 0.0126, 0.7274,  0.0
sfrreg_example.jpg,2020-10-22 17:29:14,  960,12 Y,Vertical, 1043,  NaN,  0.0, 28.9,  875,  790,0.366,,, , ,42% below-R of ctr,,,0.500,  NaN, 0.19,MTF30,0.53218,MTF20,0.62078,, ,  5.477, 0.0125, 0.7379,  0.0
sfrreg_example.jpg,2020-10-22 17:29:14,  960,13 Y,Vertical,  964,  NaN, 18.8, 12.0,  870,  804,0.414,,, , ,75% below-R of ctr,,,0.500,  NaN, 0.74,MTF30,0.55747,MTF20,0.60979,, ,  7.320, 0.0125, 0.7414,  0.0
sfrreg_example.jpg,2020-10-22 17:29:14,  960,14 Y,Vertical,  902,  NaN, 18.8, 28.0,  899,  808,0.411,,, , ,82% below-R of ctr,,,0.500,  NaN, 0.93,MTF30,0.55734,MTF20,0.62941,, ,  5.932, 0.0127, 0.7237,  0.0
sfrreg_example.jpg,2020-10-22 17:29:14,  960,15 Y,Vertical, 1090,  NaN,  0.0, 38.1,  927,  817,0.447,,, , ,43% below-L of ctr,,,0.500,  NaN, 0.23,MTF30,0.56776,MTF20,0.73053,, ,  5.512, 0.0114, 0.7158,  0.0
